CustomerID,Recency,Frequency,Monetary,Cluster,Persona,Recommended_Action
14050,32,1.9999999999999996,746.3600000000002,2,At-risk customers,Win back campaigns
14051,1,36.99999999999999,21770.98000000001,1,Recent active customers,Upsell and crosse sell opportunities
14052,20,1.9999999999999996,466.66,2,At-risk customers,Win back campaigns
14053,124,3.9999999999999996,572.3000000000002,2,At-risk customers,Win back campaigns
14054,65,1.0,92.45999999999998,2,At-risk customers,Win back campaigns
14055,106,3.0,1520.96,2,At-risk customers,Win back campaigns
14056,1,23.000000000000004,8152.709999999994,1,Recent active customers,Upsell and crosse sell opportunities
14057,24,22.0,8346.659999999998,1,Recent active customers,Upsell and crosse sell opportunities
14058,463,1.9999999999999996,469.18999999999994,0,High value loyal customers,Retention and Premium Offers
14059,267,1.0,183.60000000000008,0,High value loyal customers,Retention and Premium Offers
14060,5,30.0,8898.239999999998,1,Recent active customers,Upsell and crosse sell opportunities
14061,507,3.0,917.4300000000004,0,High value loyal customers,Retention and Premium Offers
14062,10,23.999999999999996,25585.649999999994,1,Recent active customers,Upsell and crosse sell opportunities
14063,438,9.000000000000002,22710.199999999997,1,Recent active customers,Upsell and crosse sell opportunities
14064,29,14.999999999999998,3260.2400000000016,1,Recent active customers,Upsell and crosse sell opportunities
14065,389,3.0,891.0199999999999,0,High value loyal customers,Retention and Premium Offers
14066,267,1.0,152.55000000000007,0,High value loyal customers,Retention and Premium Offers
14067,64,1.9999999999999996,374.70000000000016,2,At-risk customers,Win back campaigns
14068,320,3.9999999999999996,1516.7200000000007,2,At-risk customers,Win back campaigns
14069,515,1.9999999999999996,225.81000000000003,0,High value loyal customers,Retention and Premium Offers
14070,685,1.0,321.6,0,High value loyal customers,Retention and Premium Offers
14071,4,8.000000000000002,1437.5699999999997,1,Recent active customers,Upsell and crosse sell opportunities
14072,667,1.0,390.8499999999999,0,High value loyal customers,Retention and Premium Offers
14073,32,1.0,151.03999999999994,2,At-risk customers,Win back campaigns
14074,623,1.0,219.40000000000006,0,High value loyal customers,Retention and Premium Offers
14075,5,6.0,1734.8700000000001,1,Recent active customers,Upsell and crosse sell opportunities
14076,129,1.0,118.66999999999997,2,At-risk customers,Win back campaigns
14077,41,6.0,615.0800000000002,2,At-risk customers,Win back campaigns
14078,102,9.000000000000002,1553.47,1,Recent active customers,Upsell and crosse sell opportunities
14079,125,1.9999999999999996,618.7300000000001,2,At-risk customers,Win back campaigns
14080,33,5.0,1115.68,2,At-risk customers,Win back campaigns
14081,302,10.000000000000002,4867.569999999997,1,Recent active customers,Upsell and crosse sell opportunities
14082,365,1.9999999999999996,413.35999999999984,0,High value loyal customers,Retention and Premium Offers
14083,4,11.0,1082.19,1,Recent active customers,Upsell and crosse sell opportunities
14084,512,1.0,150.50000000000006,0,High value loyal customers,Retention and Premium Offers
14085,2,33.00000000000001,9720.670000000004,1,Recent active customers,Upsell and crosse sell opportunities
14086,463,1.0,39.95,0,High value loyal customers,Retention and Premium Offers
14087,3,3.0,829.4700000000003,2,At-risk customers,Win back campaigns
14088,10,16.0,64036.799999999996,1,Recent active customers,Upsell and crosse sell opportunities
14089,57,1.0,158.74999999999994,2,At-risk customers,Win back campaigns
14090,325,1.0,76.31999999999998,0,High value loyal customers,Retention and Premium Offers
14091,654,1.9999999999999996,9530.080000000002,0,High value loyal customers,Retention and Premium Offers
14092,8,23.999999999999996,7229.4500000000035,1,Recent active customers,Upsell and crosse sell opportunities
14093,12,1.0,433.86,2,At-risk customers,Win back campaigns
14094,440,1.0,311.76999999999987,0,High value loyal customers,Retention and Premium Offers
14095,723,1.0,2.9500000000000006,0,High value loyal customers,Retention and Premium Offers
14096,4,16.999999999999996,65164.789999999964,1,Recent active customers,Upsell and crosse sell opportunities
14097,481,1.9999999999999996,422.8599999999998,0,High value loyal customers,Retention and Premium Offers
14098,37,1.0,147.34999999999994,2,At-risk customers,Win back campaigns
14099,16,20.0,5750.909999999997,1,Recent active customers,Upsell and crosse sell opportunities
14100,138,1.0,191.95,2,At-risk customers,Win back campaigns
14101,74,13.000000000000004,9961.93000000001,1,Recent active customers,Upsell and crosse sell opportunities
14102,5,5.0,1105.8800000000003,2,At-risk customers,Win back campaigns
14104,155,5.0,743.5299999999997,2,At-risk customers,Win back campaigns
14105,239,5.0,5988.829999999996,1,Recent active customers,Upsell and crosse sell opportunities
14106,737,1.0,214.79999999999995,0,High value loyal customers,Retention and Premium Offers
14107,52,11.0,4877.299999999997,1,Recent active customers,Upsell and crosse sell opportunities
14108,31,3.9999999999999996,1044.9599999999998,2,At-risk customers,Win back campaigns
14109,73,1.0,144.19999999999993,2,At-risk customers,Win back campaigns
14110,4,33.00000000000001,12987.950000000012,1,Recent active customers,Upsell and crosse sell opportunities
14111,14,3.9999999999999996,692.8500000000001,2,At-risk customers,Win back campaigns
14112,23,13.000000000000004,5834.59,1,Recent active customers,Upsell and crosse sell opportunities
14113,4,16.0,7092.610000000004,1,Recent active customers,Upsell and crosse sell opportunities
14114,274,6.999999999999998,1364.0899999999995,2,At-risk customers,Win back campaigns
14115,502,1.9999999999999996,622.6700000000003,0,High value loyal customers,Retention and Premium Offers
14116,20,5.0,1382.7400000000005,2,At-risk customers,Win back campaigns
14117,144,1.0,89.99999999999997,2,At-risk customers,Win back campaigns
14118,429,1.0,458.45000000000005,0,High value loyal customers,Retention and Premium Offers
14119,376,1.9999999999999996,183.36999999999992,0,High value loyal customers,Retention and Premium Offers
14121,4,3.9999999999999996,2780.150000000001,2,At-risk customers,Win back campaigns
14122,406,3.0,362.4199999999999,0,High value loyal customers,Retention and Premium Offers
14123,733,1.0,436.1800000000001,0,High value loyal customers,Retention and Premium Offers
14124,84,1.0,419.5800000000001,2,At-risk customers,Win back campaigns
14125,11,3.0,2720.63,2,At-risk customers,Win back campaigns
14126,8,3.9999999999999996,1172.46,2,At-risk customers,Win back campaigns
14127,123,6.0,1900.0799999999997,1,Recent active customers,Upsell and crosse sell opportunities
14128,61,3.0,924.2099999999996,2,At-risk customers,Win back campaigns
14129,2,9.000000000000002,2591.3400000000006,1,Recent active customers,Upsell and crosse sell opportunities
14130,319,3.9999999999999996,1858.7700000000002,2,At-risk customers,Win back campaigns
14131,649,1.0,168.21999999999994,0,High value loyal customers,Retention and Premium Offers
14132,2,11.0,3586.0300000000016,1,Recent active customers,Upsell and crosse sell opportunities
14133,130,3.9999999999999996,911.1400000000003,2,At-risk customers,Win back campaigns
14134,383,14.999999999999998,11123.349999999995,1,Recent active customers,Upsell and crosse sell opportunities
14135,2,23.999999999999996,8839.670000000002,1,Recent active customers,Upsell and crosse sell opportunities
14136,401,5.0,1570.81,0,High value loyal customers,Retention and Premium Offers
14137,696,1.0,332.6999999999999,0,High value loyal customers,Retention and Premium Offers
14138,2,1.9999999999999996,965.8800000000005,2,At-risk customers,Win back campaigns
14139,46,3.9999999999999996,1086.8,2,At-risk customers,Win back campaigns
14140,4,1.9999999999999996,935.0499999999997,2,At-risk customers,Win back campaigns
14141,3,3.9999999999999996,915.1300000000003,2,At-risk customers,Win back campaigns
14142,373,1.9999999999999996,671.34,0,High value loyal customers,Retention and Premium Offers
14143,134,1.0,115.8,2,At-risk customers,Win back campaigns
14144,486,1.0,30.599999999999998,0,High value loyal customers,Retention and Premium Offers
14145,47,6.999999999999998,7600.050000000006,1,Recent active customers,Upsell and crosse sell opportunities
14146,9,12.0,9450.299999999992,1,Recent active customers,Upsell and crosse sell opportunities
14147,78,9.000000000000002,2590.2000000000007,1,Recent active customers,Upsell and crosse sell opportunities
14148,234,1.9999999999999996,466.2900000000001,2,At-risk customers,Win back campaigns
14149,221,1.0,446.6199999999999,2,At-risk customers,Win back campaigns
14150,36,1.9999999999999996,658.6400000000003,2,At-risk customers,Win back campaigns
14151,673,1.9999999999999996,679.4499999999999,0,High value loyal customers,Retention and Premium Offers
14152,75,6.999999999999998,1997.3400000000008,1,Recent active customers,Upsell and crosse sell opportunities
14153,483,1.0,233.4000000000001,0,High value loyal customers,Retention and Premium Offers
14154,239,8.000000000000002,6460.700000000004,1,Recent active customers,Upsell and crosse sell opportunities
14155,266,1.0,118.75000000000004,0,High value loyal customers,Retention and Premium Offers
14156,10,155.99999999999994,313437.62,1,Recent active customers,Upsell and crosse sell opportunities
14157,20,5.0,978.6899999999999,2,At-risk customers,Win back campaigns
14158,40,1.0,507.6600000000001,2,At-risk customers,Win back campaigns
14159,20,20.0,7860.799999999997,1,Recent active customers,Upsell and crosse sell opportunities
14160,610,6.999999999999998,8421.470000000001,1,Recent active customers,Upsell and crosse sell opportunities
14161,216,6.999999999999998,2996.930000000001,1,Recent active customers,Upsell and crosse sell opportunities
14162,174,1.9999999999999996,289.36,2,At-risk customers,Win back campaigns
14163,87,5.0,2594.620000000001,1,Recent active customers,Upsell and crosse sell opportunities
14164,71,1.9999999999999996,1631.7699999999998,2,At-risk customers,Win back campaigns
14165,276,1.0,120.44000000000004,0,High value loyal customers,Retention and Premium Offers
14166,505,1.9999999999999996,251.15000000000006,0,High value loyal customers,Retention and Premium Offers
14167,39,8.000000000000002,1274.2900000000004,1,Recent active customers,Upsell and crosse sell opportunities
14168,421,1.9999999999999996,370.4499999999998,0,High value loyal customers,Retention and Premium Offers
14169,431,1.9999999999999996,621.5099999999999,0,High value loyal customers,Retention and Premium Offers
14170,375,3.0,570.1800000000002,0,High value loyal customers,Retention and Premium Offers
14171,98,1.9999999999999996,498.79000000000013,2,At-risk customers,Win back campaigns
14172,605,3.0,369.01999999999987,0,High value loyal customers,Retention and Premium Offers
14173,11,6.0,586.0000000000002,2,At-risk customers,Win back campaigns
14174,33,1.0,134.46,2,At-risk customers,Win back campaigns
14175,60,8.000000000000002,7678.880000000001,1,Recent active customers,Upsell and crosse sell opportunities
14176,297,5.0,756.4600000000004,2,At-risk customers,Win back campaigns
14177,86,13.000000000000004,2209.6900000000005,1,Recent active customers,Upsell and crosse sell opportunities
14178,9,6.999999999999998,1600.2600000000002,1,Recent active customers,Upsell and crosse sell opportunities
14179,41,1.9999999999999996,701.5699999999998,2,At-risk customers,Win back campaigns
14180,11,33.00000000000001,6117.500000000002,1,Recent active customers,Upsell and crosse sell opportunities
14181,411,1.9999999999999996,308.3499999999999,0,High value loyal customers,Retention and Premium Offers
14182,444,3.9999999999999996,678.7700000000002,0,High value loyal customers,Retention and Premium Offers
14183,411,1.9999999999999996,278.34,0,High value loyal customers,Retention and Premium Offers
14184,67,1.0,452.8899999999999,2,At-risk customers,Win back campaigns
14185,331,1.0,197.6500000000001,0,High value loyal customers,Retention and Premium Offers
14186,427,5.0,1550.6300000000003,0,High value loyal customers,Retention and Premium Offers
14187,474,1.0,123.49999999999996,0,High value loyal customers,Retention and Premium Offers
14188,31,6.0,2054.3600000000006,1,Recent active customers,Upsell and crosse sell opportunities
14189,2,16.0,5503.149999999995,1,Recent active customers,Upsell and crosse sell opportunities
14190,666,1.0,79.90000000000002,0,High value loyal customers,Retention and Premium Offers
14191,2,14.999999999999998,4817.660000000002,1,Recent active customers,Upsell and crosse sell opportunities
14192,388,1.0,293.7400000000001,0,High value loyal customers,Retention and Premium Offers
14193,68,3.0,1210.1900000000003,2,At-risk customers,Win back campaigns
14194,5,36.0,18670.590000000007,1,Recent active customers,Upsell and crosse sell opportunities
14195,202,6.0,2615.600000000001,1,Recent active customers,Upsell and crosse sell opportunities
14196,107,1.0,335.52000000000015,2,At-risk customers,Win back campaigns
14197,411,1.0,390.0500000000002,0,High value loyal customers,Retention and Premium Offers
14198,18,9.000000000000002,1569.7300000000005,1,Recent active customers,Upsell and crosse sell opportunities
14199,218,3.9999999999999996,1091.7000000000003,2,At-risk customers,Win back campaigns
14200,617,1.0,379.20000000000016,0,High value loyal customers,Retention and Premium Offers
14201,60,10.000000000000002,1193.5400000000004,1,Recent active customers,Upsell and crosse sell opportunities
14202,381,3.0,847.7599999999999,0,High value loyal customers,Retention and Premium Offers
14203,397,1.0,339.33999999999986,0,High value loyal customers,Retention and Premium Offers
14204,2,3.9999999999999996,1024.8299999999997,2,At-risk customers,Win back campaigns
14205,17,9.000000000000002,2414.2000000000007,1,Recent active customers,Upsell and crosse sell opportunities
14206,239,3.0,1185.0100000000004,2,At-risk customers,Win back campaigns
14207,688,1.0,157.80000000000004,0,High value loyal customers,Retention and Premium Offers
14208,95,1.9999999999999996,567.0499999999998,2,At-risk customers,Win back campaigns
14209,11,14.999999999999998,4993.270000000002,1,Recent active customers,Upsell and crosse sell opportunities
14210,106,16.0,5556.570000000004,1,Recent active customers,Upsell and crosse sell opportunities
14211,53,17.999999999999996,4402.289999999999,1,Recent active customers,Upsell and crosse sell opportunities
14212,90,1.9999999999999996,2190.1399999999994,2,At-risk customers,Win back campaigns
14213,405,1.0,1192.2000000000003,0,High value loyal customers,Retention and Premium Offers
14214,31,5.0,1004.38,2,At-risk customers,Win back campaigns
14215,12,9.000000000000002,3250.3300000000027,1,Recent active customers,Upsell and crosse sell opportunities
14216,3,5.0,2150.0399999999995,1,Recent active customers,Upsell and crosse sell opportunities
14217,2,23.000000000000004,3298.5899999999974,1,Recent active customers,Upsell and crosse sell opportunities
14218,43,1.0,169.47999999999996,2,At-risk customers,Win back campaigns
14219,4,3.0,633.8299999999999,2,At-risk customers,Win back campaigns
14220,247,3.9999999999999996,1515.0000000000002,2,At-risk customers,Win back campaigns
14221,42,16.999999999999996,6517.49,1,Recent active customers,Upsell and crosse sell opportunities
14222,177,1.0,683.17,2,At-risk customers,Win back campaigns
14223,92,3.0,991.13,2,At-risk customers,Win back campaigns
14224,110,9.000000000000002,1841.71,1,Recent active customers,Upsell and crosse sell opportunities
14225,435,3.9999999999999996,2031.0699999999997,0,High value loyal customers,Retention and Premium Offers
14226,29,6.0,2985.130000000002,1,Recent active customers,Upsell and crosse sell opportunities
14227,26,14.999999999999998,6368.710000000004,1,Recent active customers,Upsell and crosse sell opportunities
14228,438,3.0,745.4999999999999,0,High value loyal customers,Retention and Premium Offers
14229,52,6.999999999999998,2594.0400000000004,1,Recent active customers,Upsell and crosse sell opportunities
14230,436,3.0,979.8000000000003,0,High value loyal customers,Retention and Premium Offers
14231,184,3.9999999999999996,1235.62,2,At-risk customers,Win back campaigns
14232,43,5.0,2048.0699999999997,2,At-risk customers,Win back campaigns
14233,49,6.999999999999998,2904.2700000000004,1,Recent active customers,Upsell and crosse sell opportunities
14234,22,3.9999999999999996,754.1200000000001,2,At-risk customers,Win back campaigns
14235,75,9.000000000000002,4717.990000000001,1,Recent active customers,Upsell and crosse sell opportunities
14236,81,5.0,1555.3399999999997,2,At-risk customers,Win back campaigns
14237,373,1.9999999999999996,471.13999999999993,0,High value loyal customers,Retention and Premium Offers
14238,326,3.0,434.2299999999999,0,High value loyal customers,Retention and Premium Offers
14239,43,21.000000000000004,4263.17,1,Recent active customers,Upsell and crosse sell opportunities
14240,30,3.0,1247.4899999999998,2,At-risk customers,Win back campaigns
14241,184,1.9999999999999996,333.70000000000016,2,At-risk customers,Win back campaigns
14242,235,1.9999999999999996,280.54999999999995,2,At-risk customers,Win back campaigns
14243,9,16.999999999999996,7217.7500000000055,1,Recent active customers,Upsell and crosse sell opportunities
14244,661,1.0,366.4200000000001,0,High value loyal customers,Retention and Premium Offers
14245,220,1.9999999999999996,1693.4500000000003,2,At-risk customers,Win back campaigns
14246,111,3.0,1474.0599999999993,2,At-risk customers,Win back campaigns
14247,278,5.0,753.5600000000003,2,At-risk customers,Win back campaigns
14248,318,3.0,1032.9500000000003,2,At-risk customers,Win back campaigns
14249,411,12.0,5400.461,1,Recent active customers,Upsell and crosse sell opportunities
14250,7,3.0,1904.0500000000002,2,At-risk customers,Win back campaigns
14251,2,5.0,2879.7000000000007,1,Recent active customers,Upsell and crosse sell opportunities
14252,381,1.0,350.99,0,High value loyal customers,Retention and Premium Offers
14253,493,1.9999999999999996,363.4,0,High value loyal customers,Retention and Premium Offers
14254,433,1.0,601.03,0,High value loyal customers,Retention and Premium Offers
14255,546,1.0,1000.6299999999997,0,High value loyal customers,Retention and Premium Offers
14256,260,5.0,2460.7899999999995,2,At-risk customers,Win back campaigns
14257,64,9.000000000000002,5954.4500000000035,1,Recent active customers,Upsell and crosse sell opportunities
14258,9,25.000000000000004,32051.340000000022,1,Recent active customers,Upsell and crosse sell opportunities
14259,142,1.0,120.00000000000003,2,At-risk customers,Win back campaigns
14260,471,3.0,824.2799999999997,0,High value loyal customers,Retention and Premium Offers
14261,51,1.9999999999999996,1163.4499999999996,2,At-risk customers,Win back campaigns
14262,8,8.000000000000002,2618.229999999999,1,Recent active customers,Upsell and crosse sell opportunities
14263,423,1.0,322.9300000000001,0,High value loyal customers,Retention and Premium Offers
14264,155,6.0,1517.3600000000006,2,At-risk customers,Win back campaigns
14265,109,3.9999999999999996,1373.3500000000001,2,At-risk customers,Win back campaigns
14266,428,1.0,40.56,0,High value loyal customers,Retention and Premium Offers
14267,163,3.0,1516.2399999999993,2,At-risk customers,Win back campaigns
14268,471,1.0,354.8500000000001,0,High value loyal customers,Retention and Premium Offers
14269,439,1.0,295.7300000000001,0,High value loyal customers,Retention and Premium Offers
14270,332,1.0,492.65000000000003,0,High value loyal customers,Retention and Premium Offers
14271,226,1.9999999999999996,214.18,2,At-risk customers,Win back campaigns
14272,74,3.9999999999999996,920.8099999999998,2,At-risk customers,Win back campaigns
14273,51,3.9999999999999996,559.9700000000001,2,At-risk customers,Win back campaigns
14274,686,1.0,256.6000000000001,0,High value loyal customers,Retention and Premium Offers
14275,396,6.0,1189.3799999999999,0,High value loyal customers,Retention and Premium Offers
14276,99,6.999999999999998,2102.6800000000003,1,Recent active customers,Upsell and crosse sell opportunities
14277,15,9.000000000000002,17197.609999999993,1,Recent active customers,Upsell and crosse sell opportunities
14278,410,1.0,205.82999999999998,0,High value loyal customers,Retention and Premium Offers
14279,521,1.9999999999999996,191.85999999999996,0,High value loyal customers,Retention and Premium Offers
14280,197,1.0,134.04000000000002,2,At-risk customers,Win back campaigns
14281,408,1.0,245.15000000000006,0,High value loyal customers,Retention and Premium Offers
14282,3,25.000000000000004,7250.759999999994,1,Recent active customers,Upsell and crosse sell opportunities
14283,463,3.9999999999999996,628.4399999999998,0,High value loyal customers,Retention and Premium Offers
14284,31,3.0,1299.65,2,At-risk customers,Win back campaigns
14285,21,8.000000000000002,3284.4200000000014,1,Recent active customers,Upsell and crosse sell opportunities
14286,24,6.999999999999998,8479.760000000002,1,Recent active customers,Upsell and crosse sell opportunities
14287,8,3.0,176.63,2,At-risk customers,Win back campaigns
14288,213,1.0,426.5999999999999,2,At-risk customers,Win back campaigns
14289,9,6.0,911.2600000000003,2,At-risk customers,Win back campaigns
14290,11,8.000000000000002,4516.560000000004,1,Recent active customers,Upsell and crosse sell opportunities
14291,2,23.000000000000004,7904.099999999998,1,Recent active customers,Upsell and crosse sell opportunities
14292,8,16.0,9226.249999999995,1,Recent active customers,Upsell and crosse sell opportunities
14293,3,9.000000000000002,2903.010000000001,1,Recent active customers,Upsell and crosse sell opportunities
14294,407,1.0,375.3399999999999,0,High value loyal customers,Retention and Premium Offers
14295,40,5.0,2362.9099999999994,1,Recent active customers,Upsell and crosse sell opportunities
14296,421,1.9999999999999996,456.40000000000015,0,High value loyal customers,Retention and Premium Offers
14297,18,3.9999999999999996,1305.3300000000004,2,At-risk customers,Win back campaigns
14298,8,82.00000000000003,91194.49000000003,1,Recent active customers,Upsell and crosse sell opportunities
14299,8,26.999999999999996,14070.249999999993,1,Recent active customers,Upsell and crosse sell opportunities
14300,19,1.0,43.199999999999996,2,At-risk customers,Win back campaigns
14301,117,3.9999999999999996,1992.1799999999998,2,At-risk customers,Win back campaigns
14302,431,3.0,742.8999999999997,0,High value loyal customers,Retention and Premium Offers
14303,407,1.9999999999999996,277.94,0,High value loyal customers,Retention and Premium Offers
14304,223,3.0,1725.0100000000004,2,At-risk customers,Win back campaigns
14305,71,3.0,1858.9599999999994,2,At-risk customers,Win back campaigns
14306,51,6.0,3151.4000000000024,1,Recent active customers,Upsell and crosse sell opportunities
14307,89,10.000000000000002,4287.920000000001,1,Recent active customers,Upsell and crosse sell opportunities
14308,549,1.9999999999999996,1147.0200000000002,0,High value loyal customers,Retention and Premium Offers
14309,8,11.0,3780.8099999999995,1,Recent active customers,Upsell and crosse sell opportunities
14310,433,1.0,492.1,0,High value loyal customers,Retention and Premium Offers
14311,243,1.9999999999999996,516.4500000000002,2,At-risk customers,Win back campaigns
14312,47,11.0,3090.289999999999,1,Recent active customers,Upsell and crosse sell opportunities
14314,107,1.9999999999999996,229.80000000000004,2,At-risk customers,Win back campaigns
14315,45,8.000000000000002,3197.8199999999997,1,Recent active customers,Upsell and crosse sell opportunities
14316,422,5.0,1370.3400000000001,0,High value loyal customers,Retention and Premium Offers
14317,65,1.0,508.58000000000004,2,At-risk customers,Win back campaigns
14318,460,1.0,158.02000000000004,0,High value loyal customers,Retention and Premium Offers
14319,424,1.0,494.84999999999985,0,High value loyal customers,Retention and Premium Offers
14320,207,5.0,1346.7500000000005,2,At-risk customers,Win back campaigns
14321,11,6.999999999999998,2218.0600000000004,1,Recent active customers,Upsell and crosse sell opportunities
14322,429,3.9999999999999996,474.09999999999997,0,High value loyal customers,Retention and Premium Offers
14323,115,1.9999999999999996,605.0600000000002,2,At-risk customers,Win back campaigns
14324,410,1.9999999999999996,701.6099999999999,0,High value loyal customers,Retention and Premium Offers
14325,570,1.0,245.47999999999993,0,High value loyal customers,Retention and Premium Offers
14326,242,3.0,940.9800000000002,2,At-risk customers,Win back campaigns
14327,163,6.0,1894.9300000000005,1,Recent active customers,Upsell and crosse sell opportunities
14328,438,1.0,445.05,0,High value loyal customers,Retention and Premium Offers
14329,17,14.999999999999998,9887.619999999995,1,Recent active customers,Upsell and crosse sell opportunities
14330,624,1.0,200.63000000000005,0,High value loyal customers,Retention and Premium Offers
14331,124,1.9999999999999996,462.66,2,At-risk customers,Win back campaigns
14332,23,5.0,1917.4099999999994,2,At-risk customers,Win back campaigns
14333,68,1.0,415.20000000000016,2,At-risk customers,Win back campaigns
14334,17,12.0,4318.479999999998,1,Recent active customers,Upsell and crosse sell opportunities
14335,16,1.9999999999999996,454.85999999999996,2,At-risk customers,Win back campaigns
14336,17,3.9999999999999996,1614.9099999999999,2,At-risk customers,Win back campaigns
14338,161,3.0,928.0999999999999,2,At-risk customers,Win back campaigns
14339,243,1.9999999999999996,620.2699999999999,2,At-risk customers,Win back campaigns
14340,219,1.0,134.7,0,High value loyal customers,Retention and Premium Offers
14341,45,17.999999999999996,4452.019999999998,1,Recent active customers,Upsell and crosse sell opportunities
14342,21,6.0,918.4399999999997,2,At-risk customers,Win back campaigns
14343,421,3.9999999999999996,1079.6600000000005,0,High value loyal customers,Retention and Premium Offers
14344,127,20.0,2993.050000000001,1,Recent active customers,Upsell and crosse sell opportunities
14345,39,1.0,108.97999999999996,2,At-risk customers,Win back campaigns
14346,121,5.0,2315.750000000001,2,At-risk customers,Win back campaigns
14347,737,1.0,82.6,0,High value loyal customers,Retention and Premium Offers
14348,260,1.0,409.56999999999994,0,High value loyal customers,Retention and Premium Offers
14349,10,1.0,133.49999999999997,2,At-risk customers,Win back campaigns
14350,274,3.0,972.0299999999996,2,At-risk customers,Win back campaigns
14351,165,1.0,51.00000000000001,2,At-risk customers,Win back campaigns
14352,157,3.9999999999999996,1078.9600000000005,2,At-risk customers,Win back campaigns
14353,215,3.0,376.5,2,At-risk customers,Win back campaigns
14354,6,1.9999999999999996,163.62000000000006,2,At-risk customers,Win back campaigns
14355,366,3.0,840.0499999999997,0,High value loyal customers,Retention and Premium Offers
14356,80,1.9999999999999996,701.2299999999997,2,At-risk customers,Win back campaigns
14357,43,1.0,225.12000000000006,2,At-risk customers,Win back campaigns
14358,389,1.9999999999999996,400.0599999999999,0,High value loyal customers,Retention and Premium Offers
14359,19,3.0,912.1800000000003,2,At-risk customers,Win back campaigns
14360,32,3.9999999999999996,2118.03,2,At-risk customers,Win back campaigns
14361,579,1.0,214.70999999999995,0,High value loyal customers,Retention and Premium Offers
14362,22,1.0,151.50000000000003,2,At-risk customers,Win back campaigns
14363,402,1.9999999999999996,227.47000000000006,0,High value loyal customers,Retention and Premium Offers
14364,109,8.000000000000002,3717.3500000000004,1,Recent active customers,Upsell and crosse sell opportunities
14365,395,1.9999999999999996,634.6799999999998,0,High value loyal customers,Retention and Premium Offers
14366,525,1.0,136.00000000000003,0,High value loyal customers,Retention and Premium Offers
14367,8,16.0,9227.820000000003,1,Recent active customers,Upsell and crosse sell opportunities
14368,320,1.0,155.0,0,High value loyal customers,Retention and Premium Offers
14369,642,1.9999999999999996,469.12999999999994,0,High value loyal customers,Retention and Premium Offers
14370,451,6.0,1175.7799999999997,0,High value loyal customers,Retention and Premium Offers
14371,295,1.0,100.49999999999997,0,High value loyal customers,Retention and Premium Offers
14372,443,1.9999999999999996,860.0799999999998,0,High value loyal customers,Retention and Premium Offers
14373,358,1.0,76.55,0,High value loyal customers,Retention and Premium Offers
14374,541,1.0,107.99999999999997,0,High value loyal customers,Retention and Premium Offers
14375,185,3.0,1106.82,2,At-risk customers,Win back campaigns
14376,683,1.0,215.45999999999995,0,High value loyal customers,Retention and Premium Offers
14377,191,1.9999999999999996,617.0499999999998,2,At-risk customers,Win back campaigns
14378,622,1.0,131.24999999999997,0,High value loyal customers,Retention and Premium Offers
14379,44,3.9999999999999996,1265.16,2,At-risk customers,Win back campaigns
14380,682,1.0,48.96000000000001,0,High value loyal customers,Retention and Premium Offers
14381,52,1.9999999999999996,625.94,2,At-risk customers,Win back campaigns
14382,26,1.9999999999999996,1193.6299999999997,2,At-risk customers,Win back campaigns
14383,38,3.0,1247.69,2,At-risk customers,Win back campaigns
14384,501,1.0,58.50000000000001,0,High value loyal customers,Retention and Premium Offers
14385,9,3.0,202.11000000000004,2,At-risk customers,Win back campaigns
14386,297,1.0,142.39999999999995,0,High value loyal customers,Retention and Premium Offers
14387,33,3.0,1727.6000000000004,2,At-risk customers,Win back campaigns
14388,10,16.0,6388.200000000004,1,Recent active customers,Upsell and crosse sell opportunities
14389,65,5.0,1898.0100000000007,2,At-risk customers,Win back campaigns
14390,10,13.000000000000004,6150.030000000001,1,Recent active customers,Upsell and crosse sell opportunities
14391,577,1.0,135.6,0,High value loyal customers,Retention and Premium Offers
14392,432,1.0,266.40000000000003,0,High value loyal customers,Retention and Premium Offers
14393,218,1.0,67.94999999999999,0,High value loyal customers,Retention and Premium Offers
14394,565,1.0,93.80000000000003,0,High value loyal customers,Retention and Premium Offers
14395,2,20.0,7801.930000000001,1,Recent active customers,Upsell and crosse sell opportunities
14396,65,6.999999999999998,1969.3799999999997,1,Recent active customers,Upsell and crosse sell opportunities
14397,3,18.999999999999996,2612.9600000000005,1,Recent active customers,Upsell and crosse sell opportunities
14398,401,1.9999999999999996,707.7900000000001,0,High value loyal customers,Retention and Premium Offers
14399,394,8.000000000000002,2108.21,1,Recent active customers,Upsell and crosse sell opportunities
14400,149,3.0,1732.4699999999993,2,At-risk customers,Win back campaigns
14401,4,22.0,6795.899999999998,1,Recent active customers,Upsell and crosse sell opportunities
14402,652,1.0,285.6,0,High value loyal customers,Retention and Premium Offers
14403,130,6.0,1880.51,1,Recent active customers,Upsell and crosse sell opportunities
14404,34,13.000000000000004,2724.130000000001,1,Recent active customers,Upsell and crosse sell opportunities
14405,387,1.0,195.00000000000009,0,High value loyal customers,Retention and Premium Offers
14406,119,1.0,156.75000000000006,2,At-risk customers,Win back campaigns
14407,107,6.0,2157.7300000000005,1,Recent active customers,Upsell and crosse sell opportunities
14408,11,11.0,4102.270000000003,1,Recent active customers,Upsell and crosse sell opportunities
14409,71,9.000000000000002,3427.2899999999972,1,Recent active customers,Upsell and crosse sell opportunities
